content,contentlink,actor,grade,peoplenum,instruct,picture
神偷奶爸 / Despicable Me / 卑鄙的我  /  坏蛋奖门人(港),['https://movie.douban.com/subject/3287562/'],导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud   主演:...2010 / 美国 / 儿童喜剧动画,['8.5'],['314269人评价'],"[""Mr. I Don't Care其实也有Care的时候。""]",['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792776858.jpg']
真爱至上 / Love Actually / 爱是您，爱是我(台)  /  真的恋爱了(港),['https://movie.douban.com/subject/1292401/'],导演:理查德·柯蒂斯RichardCurtis   主演:休·格兰特HughGrant/柯林...2003 / 英国美国 / 喜剧剧情爱情,['8.5'],['266131人评价'],['爱，是个动词。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p475600770.jpg']
贫民窟的百万富翁 / Slumdog Millionaire / 贫民百万富翁(台)  /  一百万零一夜(港),['https://movie.douban.com/subject/2209573/'],导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan   主演:戴夫...2008 / 英国美国 / 剧情爱情,['8.5'],['351602人评价'],['上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p470476887.jpg']
记忆碎片 / Memento / 失忆  /  记忆拼图,['https://movie.douban.com/subject/1304447/'],导演:ChristopherNolan   主演:GuyPearce/Carrie-AnneMoss/JoePant...2000 / 美国 / 犯罪剧情悬疑惊悚,['8.5'],['233055人评价'],['一个针管引发的血案。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p641688453.jpg']
东邪西毒 / 東邪西毒 / Ashes of Time,['https://movie.douban.com/subject/1292328/'],导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...1994 / 香港台湾 / 剧情动作爱情武侠古装,['8.5'],['213304人评价'],['电影诗。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1982176012.jpg']
恋恋笔记本 / The Notebook / 深情日记  /  写我情真,['https://movie.douban.com/subject/1309163/'],导演:尼克·卡索维茨NickCassavetes   主演:瑞恩·高斯林RyanGosling/...2004 / 美国 / 剧情爱情,['8.5'],['229355人评价'],['爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p483604864.jpg']
倩女幽魂 / 倩女幽魂(87版)  /  A Chinese Ghost Story,['https://movie.douban.com/subject/1297447/'],导演:程小东Siu-TungChing   主演:张国荣LeslieCheung/王祖贤JoeyW...1987 / 香港 / 剧情爱情武侠古装,['8.5'],['201498人评价'],['两张绝世的脸。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2270088353.jpg']
猜火车 / Trainspotting / 迷幻列车  /  定位的火车,['https://movie.douban.com/subject/1292528/'],导演:丹尼·鲍尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/艾...1996 / 英国 / 犯罪剧情,['8.5'],['208861人评价'],['不可猜的青春迷笛。 '],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p453198997.jpg']
哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,['https://movie.douban.com/subject/1295038/'],导演:ChrisColumbus   主演:DanielRadcliffe/EmmaWatson/RupertGrint2001 / 美国英国 / 奇幻冒险,['8.5'],['195525人评价'],['童话世界的开端。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804947166.jpg']
黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),['https://movie.douban.com/subject/1978709/'],导演:达伦·阿罗诺夫斯基DarrenAronofsky   主演:娜塔丽·波曼NatalieP...2010 / 美国 / 剧情惊悚,['8.5'],['359088人评价'],['黑暗之美。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p719282906.jpg']
秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,['https://movie.douban.com/subject/2043546/'],导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...2007 / 日本 / 动画剧情爱情,['8.5'],['230947人评价'],['青春就是放弃和怀念。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p982896012.jpg']
朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),['https://movie.douban.com/subject/2213597/'],导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...2008 / 美国德国 / 剧情爱情,['8.5'],['243737人评价'],['当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 '],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1140984198.jpg']
战争之王 / Lord of War / 军火之王(台 / 港) ,['https://movie.douban.com/subject/1419936/'],导演:AndrewNiccol   主演:NicolasCage/EthanHawke/JaredLeto2005 / 美国法国 / 剧情犯罪,['8.5'],['148495人评价'],['做一颗让别人需要你的棋子。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453719066.jpg']
谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),['https://movie.douban.com/subject/1304102/'],导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...2002 / 美国德国捷克 / 动作悬疑冒险,['8.5'],['155098人评价'],['哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1597183981.jpg']
勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,['https://movie.douban.com/subject/1292728/'],导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...1996 / 美国 / 动作冒险,['8.5'],['120935人评价'],['类型片的极致。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1483586933.jpg']
谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),['https://movie.douban.com/subject/1308767/'],导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...2004 / 美国德国 / 动作悬疑冒险,['8.5'],['126859人评价'],['谁说王家卫镜头很晃？'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p667644866.jpg']
阿飞正传 / 阿飛正傳 / Days of Being Wild,['https://movie.douban.com/subject/1305690/'],导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...1990 / 香港 / 犯罪剧情爱情,['8.5'],['140632人评价'],['王家卫是一种风格，张国荣是一个代表。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p924558512.jpg']
这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,['https://movie.douban.com/subject/2300586/'],导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...2007 / 美国 / 剧情科幻,['8.5'],['141616人评价'],['科幻真正的魅力不是视觉效果能取代的。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p513303986.jpg']
E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,['https://movie.douban.com/subject/1294638/'],导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...1982 / 美国 / 剧情科幻奇幻冒险,['8.5'],['128121人评价'],['生病的E.T.皮肤的颜色就像柿子饼。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p984732992.jpg']
蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),['https://movie.douban.com/subject/3395373/'],导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...2012 / 美国英国 / 剧情动作科幻犯罪惊悚,['8.5'],['250317人评价'],['诺兰就是保证。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1706428744.jpg']
再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,['https://movie.douban.com/subject/6874403/'],导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...2013 / 美国 / 喜剧爱情音乐,['8.5'],['122941人评价'],['爱我就给我看你的播放列表。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2250287733.jpg']
终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,['https://movie.douban.com/subject/1291844/'],导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...1991 / 美国法国 / 动作科幻,['8.5'],['117516人评价'],['少见的超越首部的续集，动作片中的经典。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910909085.jpg']
被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台),['https://movie.douban.com/subject/6307447/'],导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...2012 / 美国 / 剧情动作西部冒险,['8.5'],['219939人评价'],['热血沸腾，那个低俗、性感的无耻混蛋又来了。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1959232369.jpg']
麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull,['https://movie.douban.com/subject/1302476/'],导演:袁建滔ToeYuen   主演:李晋纬/林海峰JanLamb/吴君如SandraNg2001 / 香港 / 剧情喜剧动画,['8.5'],['110926人评价'],['麦兜是一只很哲学的猪。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804938713.jpg']
遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),['https://movie.douban.com/subject/1867345/'],导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...2007 / 美国 / 冒险喜剧剧情,['8.5'],['101470人评价'],['用剩余不多的时间，去燃烧整个生命。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p708613284.jpg']
偷拐抢骗 / Snatch / 边个够我姜(港)  /  掠夺,['https://movie.douban.com/subject/1301171/'],导演:盖·里奇GuyRitchie   主演:布拉德·皮特BradPitt/本尼西奥·德...2000 / 英国美国 / 喜剧犯罪,['8.5'],['97412人评价'],['典型盖·里奇式的英国黑色幽默黑帮片。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p616753227.jpg']
血钻 / Blood Diamond / 血腥钻石  /  滴血钻石,['https://movie.douban.com/subject/1428175/'],导演:EdwardZwick   主演:LeonardoDiCaprio/JenniferConnelly/Djimo...2006 / 美国德国 / 剧情惊悚冒险,['8.5'],['104895人评价'],['每个美丽事物背后都是滴血的现实。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p554741987.jpg']
月球 / Moon / 月劫余生(港)  /  寂寞月影,['https://movie.douban.com/subject/3073124/'],导演:DuncanJones   主演:SamRockwell/KevinSpacey/DominiqueMcEll...2009 / 英国 / 剧情悬疑科幻,['8.5'],['117406人评价'],['2009媲美《第九区》的又一部科幻神作。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p449399746.jpg']
廊桥遗梦 / The Bridges of Madison County / 麦迪逊之桥(港 / 台),['https://movie.douban.com/subject/1293929/'],导演:ClintEastwood   主演:ClintEastwood/MerylStreep/AnnieCorley1995 / 美国 / 剧情爱情,['8.5'],['79094人评价'],['这样确切的爱，一生只有一次。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p616768086.jpg']
枪火 / 鎗火 / The Mission,['https://movie.douban.com/subject/1300741/'],导演:杜琪峰JohnnieTo   主演:吴镇宇FrancisNg/任达华SimonYam/...1999 / 香港 / 剧情动作犯罪,['8.5'],['76701人评价'],['一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1538646661.jpg']
傲慢与偏见 / Pride & Prejudice / 傲慢与偏见2005  /  Pride And Prejudice,['https://movie.douban.com/subject/1418200/'],导演:乔·怀特JoeWright   主演:凯拉·耐特丽KeiraKnightley/马修·...2005 / 法国英国美国 / 剧情爱情,['8.4'],['249704人评价'],['爱是摈弃傲慢与偏见之后的曙光。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p452005185.jpg']
香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,['https://movie.douban.com/subject/1760622/'],导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...2006 / 德国法国西班牙美国 / 剧情犯罪奇幻,['8.4'],['233996人评价'],['一个单凭体香达到高潮的男人。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p470006658.jpg']
冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,['https://movie.douban.com/subject/1291578/'],导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演...2002 / 美国 / 喜剧动画冒险,['8.4'],['232371人评价'],['松鼠才是角儿。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1910895719.jpg']
花样年华 / 花樣年華 / In the Mood for Love,['https://movie.douban.com/subject/1291557/'],导演:王家卫KarWaiWong   主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...2000 / 香港法国 / 剧情爱情,['8.4'],['191956人评价'],['偷情本没有这样美。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910828286.jpg']
英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港),['https://movie.douban.com/subject/1291853/'],导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...1996 / 美国英国 / 爱情剧情战争,['8.4'],['154248人评价'],"['In memory, love lives forever...']",['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453791074.jpg']
变脸 / Face/Off / 夺面双雄  /  变脸,['https://movie.douban.com/subject/1292659/'],导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...1997 / 美国 / 动作犯罪,['8.4'],['183874人评价'],['当发哥的风衣、墨镜出现在了凯奇身上⋯⋯'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173855883.jpg']
穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港),['https://movie.douban.com/subject/1292217/'],导演:大卫·林奇DavidLynch   主演:娜奥米·沃茨NaomiWatts/劳拉·哈...2001 / 法国美国 / 剧情悬疑惊悚,['8.4'],['189940人评价'],['大卫·林奇的梦境迷宫。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792248233.jpg']
魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,['https://movie.douban.com/subject/1307811/'],导演:宫崎骏HayaoMiyazaki   主演:高山南/佐久间玲/山口胜平1989 / 日本 / 动画奇幻冒险,['8.4'],['157325人评价'],['宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p456676352.jpg']
发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,['https://movie.douban.com/subject/1292233/'],导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...1971 / 英国美国 / 犯罪剧情科幻,['8.4'],['157308人评价'],['我完全康复了。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p529908155.jpg']
美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台),['https://movie.douban.com/subject/1292062/'],导演:萨姆·门德斯SamMendes   主演:凯文·史佩西KevinSpacey/安妮特...1999 / 美国 / 剧情家庭,['8.4'],['156348人评价'],['每个人的内心都是深不可测的大海。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p571671715.jpg']
黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,['https://movie.douban.com/subject/1302467/'],导演:AndyWachowski/LarryWachowski   主演:KeanuReeves/LaurenceF...2003 / 美国澳大利亚 / 动作科幻,['8.4'],['126644人评价'],['不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p443461818.jpg']
新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,['https://movie.douban.com/subject/1292287/'],导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte...1992 / 香港中国大陆 / 剧情动作武侠古装,['8.4'],['151588人评价'],['嬉笑怒骂，调风动月。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1421018669.jpg']
暖暖内含光 / Eternal Sunshine of the Spotless Mind / 美丽心灵的永恒阳光  /  无痛失恋(港),['https://movie.douban.com/subject/1308777/'],导演:米歇尔·冈瑞MichelGondry   主演:金·凯瑞JimCarrey/凯特·温...2004 / 美国 / 剧情爱情奇幻,['8.4'],['122113人评价'],['恋爱是一次神经的冒险。就算失去记忆，也会爱上你。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479565065.jpg']
无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港),['https://movie.douban.com/subject/1438652/'],导演:QuentinTarantino   主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...2009 / 美国德国 / 剧情犯罪,['8.4'],['188316人评价'],['昆汀同学越来越变态了，比北野武还杜琪峰。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p770734475.jpg']
罪恶之城 / Sin City / 罪恶城  /  万恶城市,['https://movie.douban.com/subject/1309027/'],导演:弗兰克·米勒FrankMiller/罗伯特·罗德里格兹RobertRodriguez   ...2005 / 美国 / 动作犯罪惊悚,['8.4'],['124220人评价'],['权力不是来自枪和子弹，权力来自谎言。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173716829.jpg']
荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港),['https://movie.douban.com/subject/1298653/'],导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...2000 / 美国 / 冒险剧情,['8.4'],['108682人评价'],['一个人的独角戏。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1341248319.jpg']
导盲犬小Q / クイール / 再见了！可鲁  /  Quill,['https://movie.douban.com/subject/1316572/'],导演:崔洋一YoichiSai   主演:小林薰/椎名桔平/香川照之2004 / 日本 / 剧情,['8.4'],['104928人评价'],['宠物的意义在于化解人的孤独。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1233612794.jpg']
角斗士 / Gladiator / 帝国骄雄(港)  /  神鬼战士(台),['https://movie.douban.com/subject/1293530/'],导演:RidleyScott   主演:RussellCrowe/JoaquinPhoenix/ConnieNielsen2000 / 英国美国 / 剧情动作历史冒险,['8.4'],['110737人评价'],['罗马斗兽场的鸦雀无声，久久停留在这样的肃穆中。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1601948450.jpg']
速度与激情5 / Fast Five / 狂野时速5(港)  /  玩命关头5(台),['https://movie.douban.com/subject/4286017/'],导演:林诣彬JustinLin   主演:范·迪塞尔VinDiesel/保罗·沃克Paul...2011 / 美国 / 动作犯罪剧情惊悚,['8.4'],['189252人评价'],['爆米花动作电影新标杆。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p898634801.jpg']
喜剧之王 / 喜劇之王 / King of Comedy,['https://movie.douban.com/subject/1302425/'],导演:周星驰StephenChow/李力持Lik-ChiLee   主演:周星驰StephenCh...1999 / 香港 / 喜剧剧情爱情,['8.3'],['237888人评价'],['我是一个演员。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1043597424.jpg']
唐伯虎点秋香 / 唐伯虎點秋香 / Flirting Scholar,['https://movie.douban.com/subject/1306249/'],导演:李力持Lik-ChiLee   主演:周星驰StephenChow/巩俐LiGong/陈...1993 / 香港 / 喜剧爱情古装,['8.3'],['250261人评价'],['华太师是黄霑，吴镇宇四大才子之一。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1946455272.jpg']
恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,['https://movie.douban.com/subject/3011051/'],导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa...2009 / 英国澳大利亚 / 剧情悬疑惊悚,['8.3'],['244820人评价'],['不要企图在重复中寻找已经失去的爱。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p462470694.jpg']
曾经 / Once / 一奏倾情(港)  /  曾经。爱是唯一(台),['https://movie.douban.com/subject/2053515/'],导演:约翰·卡尼JohnCarney   主演:格伦·汉塞德GlenHansard/玛可塔...2006 / 爱尔兰 / 剧情音乐爱情,['8.3'],['176181人评价'],['有些幸福无关爱情。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173720203.jpg']
蓝色大门 / 藍色大門 / Blue Gate Crossing  /  蓝色大门,['https://movie.douban.com/subject/1308575/'],导演:易智言Chih-yenYee   主演:桂纶镁LunmeiKwai/陈柏霖Bo-linChe...2002 / 台湾法国 / 剧情爱情同性,['8.3'],['239211人评价'],['青春的窃窃私语。 '],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584822570.jpg']
源代码 / Source Code / 启动原始码(台)  /  危机解密(港),['https://movie.douban.com/subject/3075287/'],导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/...2011 / 美国加拿大 / 剧情动作科幻犯罪惊悚,['8.3'],['350603人评价'],['邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p988260245.jpg']
初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,['https://movie.douban.com/subject/4739952/'],导演:PuttipongPromsakaNaSakolnakorn/Wasinpokpong   主演:马里奥·...2010 / 泰国 / 喜剧爱情,['8.3'],['388331人评价'],['黑小鸭速效美白记。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1505312273.jpg']
爱在暹罗 / รักแห่งสยาม / 暹罗之恋  /  爱在暹罗广场,['https://movie.douban.com/subject/2365260/'],导演:ChukiatSakveerakul   主演:WitwisitHiranyawongkul/MarioMaurer...2007 / 泰国 / 剧情爱情同性家庭,['8.3'],['197326人评价'],['把爱放在心底，有爱就有希望。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1024585648.jpg']
青蛇 / Green Snake,['https://movie.douban.com/subject/1303394/'],导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...1993 / 香港 / 剧情奇幻古装,['8.3'],['178450人评价'],['人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584021784.jpg']
夜访吸血鬼 / Interview with the Vampire: The Vampire Chronicles / 吸血迷情,['https://movie.douban.com/subject/1299327/'],导演:尼尔·乔丹NeilJordan   主演:布拉德·皮特BradPitt/汤姆·克鲁...1994 / 美国 / 剧情奇幻惊悚,['8.3'],['171812人评价'],['弥漫淡淡血腥气的优雅。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1353910572.jpg']
国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台),['https://movie.douban.com/subject/4023638/'],导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...2010 / 英国澳大利亚美国 / 剧情传记历史,['8.3'],['288610人评价'],['皇上无话儿。'],['https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p768879237.jpg']
两小无猜 / Jeux d'enfants / 敢爱就来  /  宝贝游戏,['https://movie.douban.com/subject/1308817/'],导演:杨·塞谬尔YannSamuell   主演:吉约姆·卡内GuillaumeCanet/玛...2003 / 法国比利时 / 喜剧剧情爱情,['8.2'],['280344人评价'],"['Love me, if you dare. ']",['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p455472580.jpg']
假如爱有天意 / 클래식 / 不可不信缘  /  缘起不灭,['https://movie.douban.com/subject/1304073/'],导演:郭在容Jae-youngKwak   主演:孙艺珍Ye-jinSon/曹承佑Seung-woo...2003 / 韩国 / 剧情爱情,['8.2'],['190558人评价'],['琼瑶阿姨在韩国的深刻版。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479746811.jpg']
疯狂的石头 / Crazy Stone,['https://movie.douban.com/subject/1862151/'],导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin2006 / 中国大陆香港 / 喜剧犯罪,['8.2'],['250096人评价'],['中国版《两杆大烟枪》。'],['https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p712241453.jpg']
